,git_hash,commit_date,cve_data,cwe_group,published_date,severity,impact_score
141,4f63739e35ce108ddc98e2d3013084faaa20c357,2014-04-01 13:08:35+00:00,SQL_INJECTION,,,,
142,08458826197cf43562567eb6a2079ed436f83a81,2014-04-02 22:26:35+00:00,SQL_INJECTION,,,,
143,29410d5a50be27d454f68ba367c0be8140424979,2014-04-11 16:02:19+00:00,CVE-2014-0160,CWE-119,2014-04-07T22:55Z,MEDIUM,2.9
144,ee2f63b2be18d10c14bc18ebf81e2ea4a33aef9c,2014-04-11 17:41:52+00:00,CVE-2014-0160,CWE-119,2014-04-07T22:55Z,MEDIUM,2.9
145,d215903ea01773718ddffb53e484c95371034e98,2014-04-28 14:53:59+00:00,SQL_INJECTION,,,,
146,0f9e4acfafedc8b560378d47918e0303761836f6,2014-04-30 09:38:24+00:00,SQL_INJECTION,,,,
147,1c8de5bb444415d667b17754cabe6cea7b17baa6,2014-05-06 16:42:38+00:00,CVE-2014-0130,CWE-22,2014-05-07T10:55Z,MEDIUM,2.9
148,28e5d989ea6a36c219ac0472b191a92cec391544,2014-05-07 07:40:41+00:00,CVE-2014-0130,CWE-22,2014-05-07T10:55Z,MEDIUM,2.9
149,d176cddc5a17c00ee890cbcacd856572bafdeecc,2014-05-07 08:15:31+00:00,CVE-2014-0130,CWE-22,2014-05-07T10:55Z,MEDIUM,2.9
150,d176cddc5a17c00ee890cbcacd856572bafdeecc,2014-05-07 08:15:31+00:00,CVE-2014-0130,CWE-22,2014-05-07T10:55Z,MEDIUM,2.9
151,bfd12b2d2ed6aca4b5ca9cd9027eb804415bb341,2014-05-07 08:16:56+00:00,CVE-2014-0130,CWE-22,2014-05-07T10:55Z,MEDIUM,2.9
152,9795a8b44ba51b82b891019ba2064e58d12f3be8,2014-05-07 11:21:10+00:00,CVE-2014-0130,CWE-22,2014-05-07T10:55Z,MEDIUM,2.9
153,9361c6fceb74ba79199ce3f23887b78097727d24,2014-05-09 08:43:33+00:00,CVE-2014-0130,CWE-22,2014-05-07T10:55Z,MEDIUM,2.9
154,ace8f936cbe470b7da063ea3c353aadf358cbc75,2014-05-09 15:51:30+00:00,CVE-2014-0130,CWE-22,2014-05-07T10:55Z,MEDIUM,2.9
155,9fac937c97c342ef4277b8d45e1959bfa9ae7d59,2014-05-10 06:27:51+00:00,SQL_INJECTION,,,,
156,061b414c57b4b8739f2089eccc767dcb5b2c0607,2014-05-16 16:43:00+00:00,CVE-2014-0160,CWE-119,2014-04-07T22:55Z,MEDIUM,2.9
157,32e95156406d25c283fe2006d5a153efe516a360,2014-05-21 19:06:31+00:00,SQL_INJECTION,,,,
158,502d873ddfa6e6c74a71ef70efc690a2f715ef50,2014-05-25 21:19:07+00:00,SQL_INJECTION,,,,
159,51bf6e10341826bac8dffeb6f1c14b0b40a78163,2014-05-30 22:15:27+00:00,SQL_INJECTION,,,,
160,512b460c1752acf6ae4c3fb0a218c71809756918,2014-06-02 17:43:09+00:00,SQL_INJECTION,,,,
161,6c14ef8599d41ceea931cdc46dadbd9b96df1463,2014-06-02 19:50:02+00:00,SQL_INJECTION,,,,
162,4f3a527dc794eddb71eea7794d39519a5befc890,2014-06-07 21:11:13+00:00,SQL_INJECTION,,,,
163,c52b29c7c1c4b1b830f46cfbb09eebf6904eead6,2014-06-07 21:18:42+00:00,SQL_INJECTION,,,,
164,cc005efc2df209fc59916b8b2c25ddda17981187,2014-06-16 21:20:47+00:00,SQL_INJECTION,,,,
165,864a6ce96e9624baa105d03015be2f6173faf844,2014-06-17 00:25:00+00:00,CVE-2014-0224,CWE-310,2014-06-05T21:55Z,MEDIUM,4.9
166,9e73b2f1f9ec6fa48ef51b4971ecb1a3b6f8f583,2014-06-23 04:19:21+00:00,SQL_INJECTION,,,,
167,37b7f42e86060453729987352fbd596adc8f1f41,2014-06-23 13:00:31+00:00,SQL_INJECTION,,,,
168,e9165e89a0a46e3d9d7274000da25463ee790209,2014-07-02 10:01:46+00:00,SQL_INJECTION,,,,
169,7fd70e3effc8432aa3c2655120577b3078df91a9,2014-07-02 18:33:38+00:00,CVE-2014-3482,CWE-89,2014-07-07T11:01Z,HIGH,6.4
170,7fd70e3effc8432aa3c2655120577b3078df91a9,2014-07-02 18:33:38+00:00,CVE-2014-3482,CWE-89,2014-07-07T11:01Z,HIGH,6.4
171,04219f3e5de4ac62bb24c6c0809d0f51f2ed5c25,2014-07-02 19:32:11+00:00,CVE-2014-3482,CWE-89,2014-07-07T11:01Z,HIGH,6.4
172,98756a80b1de8841c4c91e622f7b7a05769eb159,2014-07-04 15:43:42+00:00,SQL_INJECTION,,,,
173,8ed9e45e8a6865a8b248d0e2efe0555affc6d7fb,2014-07-14 15:31:49+00:00,SQL_INJECTION,,,,
174,e1475ea1e93d2f1f9369a8ca4ac70ea493b947cd,2014-07-22 00:55:00+00:00,SQL_INJECTION,,,,
175,c1e6687cbecc1b59e041d584ba3f336277ea4613,2014-07-24 20:45:00+00:00,SQL_INJECTION,,,,
176,b8273785616dd7c3526a35af5ba89e21454490c0,2014-07-30 17:47:15+00:00,SQL_INJECTION,,,,
